Index,pH,Iron,Nitrate,Chloride,Lead,Zinc,Color,Turbidity,Fluoride,Copper,Odor,Sulfate,Conductivity,Chlorine,Manganese,Total Dissolved Solids,Source,Water Temperature,Air Temperature,Month,Day,Time of Day,Target
251,7.189733721,0.040195026,4.843889599,117.4150866,3.37E-122,0.434479127,Near Colorless,0.085820971,1.715306471,0.440250334,1.254720768,51.33587005,335.2040656,3.82838467,0.048894403,479.5024322,Well,22.74307971,62.11248489,August,3,16,1
252,7.613717744,9.01E-09,6.822614536,208.9242743,3.83E-05,4.578815923,Colorless,0.029834505,1.884543785,0.283836479,0.163458249,137.1216015,447.3983734,2.083456981,0.001127404,492.2382442,Spring,13.95070108,44.45726272,September,20,12,1
253,7.230893128,1.82E-05,5.7631658,112.5332834,1.08E-59,1.993428284,Colorless,0.037718364,0.282035879,0.073486378,2.50801024,73.51322973,370.714462,4.164882853,6.39E-08,179.7671913,Ground,27.17111095,45.77710703,January,5,10,0
254,8.510801988,9.16E-05,5.920902064,304.4845891,3.60E-07,1.635760979,Yellow,3.739693,0.559295096,0.880587373,3.965759996,62.38685835,580.4796606,3.84064004,2.00E-09,346.8499604,Reservoir,12.80967626,61.24561392,August,,9,1
255,7.130876067,2.52E-05,3.703026493,143.0553081,1.09E-74,0.275032314,Light Yellow,0.226570518,0.672101428,0.310684401,1.669087288,81.08092397,580.4106944,2.676102216,0.000500883,138.2712715,Aquifer,32.14028121,45.49952023,March,23,14,1
256,6.641046954,0.015692303,3.86515675,145.5415462,6.37E-42,0.552859388,Faint Yellow,0.001908094,0.532061445,0.027202436,0.250163906,164.4935091,256.9516945,3.614083742,9.65E-07,482.7606126,Ground,12.30854689,66.34589933,January,17,23,1
257,7.187378637,0.003962581,7.478868451,169.8609369,2.70E-43,4.036311123,Faint Yellow,0.713657713,0.998067637,0.082591393,2.756803548,170.6911083,323.2424052,2.328435776,0.001585589,285.0636627,Aquifer,42.41982247,54.38754499,August,17,13,1
258,7.803469651,0.004470573,3.896398224,136.1458655,5.42E-38,0.829018251,Near Colorless,0.16428387,0.767493216,0.448495826,0.561537422,95.25658057,171.7891077,1.696659323,0.000537899,479.8160177,Stream,19.06263046,75.74624174,May,18,11,1
259,7.135413103,0.008031942,7.014206224,91.85998826,1.27E-146,4.396272553,Colorless,0.007051621,0.616536192,0.1628459,0.938750825,235.1116181,,2.331078815,0.004938923,440.8050472,Aquifer,16.76158666,44.15129707,November,19,9,1
260,7.930876707,0.051047896,8.512625876,94.59194685,8.76E-37,0.103443206,Colorless,0.201034342,0.537615416,0.325704118,2.95591284,68.89294436,728.7955783,3.227026141,7.42E-06,212.3706798,Aquifer,6.003612976,24.70576499,November,5,7,1
261,8.204816134,0.026856625,5.196216852,197.0396843,2.31E-93,1.155869835,Yellow,1.357445632,1.525570405,0.133748746,2.342247458,147.9520625,406.4840514,3.867530028,0.132659999,313.1320821,Aquifer,20.70378436,80.8101575,April,8,16,1
262,7.04326712,0.015013538,7.207316558,228.0308865,3.50E-83,2.489565249,Near Colorless,0.413720432,0.744495101,0.310122326,1.533785487,131.1149587,269.1654781,4.061754043,0.001985343,438.6637048,River,14.04913789,66.56661003,December,30,3,0
263,7.130753328,0.005354508,5.677282738,219.0544727,4.56E-159,,Faint Yellow,0.649656132,0.611214744,0.112734252,1.089478082,110.3913425,348.9794884,2.867998127,1.94E-20,477.8103151,River,20.35448252,72.89222419,February,2,20,0
264,7.358104991,0.047661751,4.157830556,159.2111396,8.67E-116,4.421075404,Colorless,0.099842558,0.554693025,0.063722773,1.958350306,87.35080155,946.7933744,2.678692144,0.003740312,295.0335211,Aquifer,9.268876939,63.09911503,August,9,10,1
265,7.592474885,4.99E-08,2.151586659,175.0165352,3.80E-09,0.166838059,Near Colorless,0.026981438,0.250083971,0.36667661,0.024288783,249.0806037,325.9984998,3.306513183,3.53E-05,144.7486937,Ground,9.445246549,91.25131034,August,14,4,0
266,6.562139758,0.040133421,8.019404971,88.62389848,1.17E-17,0.264487458,Colorless,0.16622544,0.554725311,,2.70324877,95.07127299,242.6445483,3.541365021,0.001576019,129.7642613,River,29.61668556,37.56176052,October,13,5,0
267,8.196074708,0.006744241,2.684638333,212.2046058,1.17E-08,0.629847886,Near Colorless,0.313653946,1.124763908,0.517205086,2.649671946,75.13759026,192.22926,1.756322215,0.029491316,408.34816,Aquifer,14.55261021,35.14900201,November,4,10,0
268,8.264135833,0.045485965,4.024803667,137.7035396,1.71E-26,0.566890423,Colorless,0.015846928,1.034098793,1.031420028,0.487445064,89.55066782,575.5767085,2.858317473,3.70E-05,9.653701239,Aquifer,14.44971154,82.67126429,January,9,5,0
269,8.487607889,5.76E-05,2.859560386,161.1287426,1.80E-83,2.643093565,Near Colorless,0.050907143,0.633140251,,2.383561369,43.17965406,580.3356832,3.627365733,9.79E-06,428.5816852,Reservoir,13.69791759,29.72682154,August,10,0,1
270,6.754512458,1.77E-10,3.241095143,146.477416,1.40E-169,1.253467261,Faint Yellow,0.07218016,0.565039383,0.760316923,3.031493528,201.2988452,940.9383,1.789338014,0.000567161,88.25122116,,8.861627194,33.24669733,March,19,8,0
271,7.101591341,3.11E-05,3.907221217,90.89596634,2.82E-72,2.436502857,Near Colorless,0.052705888,0.288453774,0.688525744,1.975431777,134.542503,330.9012931,2.845080881,4.98E-11,393.4661966,Reservoir,16.30973801,22.44575892,April,20,4,1
272,7.858752084,2.08E-05,8.879721883,214.3226146,4.19E-40,0.505186344,Near Colorless,0.010812563,0.673198327,0.307948597,2.192828058,67.35951878,492.4118901,3.465692989,7.53E-12,171.8227242,Lake,9.465411797,74.34937819,February,12,1,1
273,6.991436236,8.72E-13,5.893377372,213.9461392,5.73E-142,0.326034361,Near Colorless,0.304724256,1.365466838,0.203845901,0.516731685,216.44082,276.5915146,2.86422752,0.001721943,238.2436861,Well,18.01386075,76.0831425,April,13,0,0
274,7.030357166,0.009193954,6.613633941,126.5980389,9.89E-08,4.244636606,Light Yellow,0.058338867,0.531155697,0.021267178,0.629312808,241.7500201,470.3813699,3.638909799,0.001679217,456.4294241,Stream,10.3502653,81.12770516,January,14,8,1
275,7.54739686,0.000772475,3.615534396,201.6790696,1.12E-154,2.532489224,Colorless,0.54211804,0.087340905,,3.113854665,59.5277666,78.44220442,3.304277985,1.27E-05,433.4463136,Lake,23.82250488,70.25420544,March,25,5,1
276,7.108298862,4.70E-07,7.539416645,133.1641324,1.79E-42,0.133083112,Colorless,0.091773657,1.818127053,0.052411176,2.981859216,193.1108003,726.1312668,3.747539275,4.55E-09,348.0311038,Lake,15.95924803,73.36314384,March,1,16,0
277,6.763406956,0.180000165,3.474713733,204.1082902,1.09E-12,0.565240102,Near Colorless,,1.325316182,0.54521968,0.655510936,151.4885479,658.7093521,3.181414601,2.26E-07,70.42804991,Stream,7.529122152,76.44010954,November,27,7,0
278,6.648109216,2.01E-07,4.790097488,146.733943,1.81E-66,1.0445062,Near Colorless,0.260765057,0.196718293,0.015920865,1.569445507,146.106113,292.442769,3.202704805,3.87E-06,37.3593219,Reservoir,3.477933033,49.35666573,May,5,6,1
279,7.353804978,1.17E-15,4.175738749,245.5582165,2.79E-05,2.70374989,Colorless,0.952441593,1.180707452,,2.06131085,98.1594553,190.7844923,2.399904899,9.68E-14,262.7088005,Lake,34.68479524,68.69320774,June,12,3,1
280,6.673823176,0.001886466,6.240706333,244.5911153,4.45E-295,2.766422278,Near Colorless,0.094845551,1.152532723,0.313179341,1.460889495,71.6170411,557.9326268,2.6687649,1.05E-05,319.1309617,Ground,25.99831012,35.00941761,July,17,8,0
281,6.652095428,3.77E-07,3.597949864,161.8360496,2.77E-38,2.309829625,Colorless,0.004629713,1.433107139,0.099411618,1.040141933,60.93657102,461.6575997,3.949559005,,261.952141,Reservoir,14.21176209,,August,17,4,0
282,8.274671686,0.009339511,7.109824175,191.3801712,1.38E-27,0.576342476,Near Colorless,0.020872454,0.261086686,0.286179044,1.520028462,99.66930906,394.3956495,3.354954297,0.01100416,135.3586619,Stream,12.32212268,59.92493058,September,6,14,0
283,7.793088024,0.000495667,11.9437007,282.1292032,8.12E-21,2.156749845,Light Yellow,0.057116404,0.319957814,0.460763056,3.946960219,101.2498016,690.6171164,3.209662923,0.044967654,420.9383835,Well,30.33530515,76.33078185,May,28,3,0
284,8.295837739,3.88E-06,9.278812596,212.6383884,1.74E-110,0.533430853,Colorless,0.725068755,0.079567548,0.700208639,2.801871085,234.135087,184.569263,2.383145284,0.034792416,405.1552989,Ground,17.89105141,65.84671579,March,9,14,0
285,8.302035822,0.000891195,3.306328267,184.0690898,1.29E-240,1.829618213,Near Colorless,0.696681564,1.324793396,0.875141314,1.925105111,168.5238232,143.8665706,3.369644255,2.01E-17,367.2790426,Well,8.715304486,81.0290504,September,28,21,1
286,8.247722718,0.192670837,2.821814067,171.8274542,8.46E-99,0.020443143,Faint Yellow,0.019492597,0.120031024,0.184377663,0.116437826,79.09234255,753.5580186,3.061645008,0.001744624,297.3360937,Spring,8.584080191,48.60220185,January,5,7,0
287,8.214348337,0.004729576,6.088959467,205.4178252,2.51E-162,1.169858806,Colorless,0.00085538,1.046471566,0.146865655,0.176459296,218.8246841,458.7030835,3.687746461,0.012146996,53.087011,Aquifer,20.41251187,87.69708646,August,15,8,0
288,6.46937651,0.348453255,2.004111316,209.4551033,1.61E-223,0.460013268,Yellow,1.125186871,1.190364272,0.306837571,2.327075951,147.453791,512.9303809,3.246255269,0.100120601,368.4293101,Stream,16.15698925,82.38115961,December,1,23,1
289,6.644135585,6.75E-05,11.02145192,328.4669702,1.23E-207,0.51301002,Faint Yellow,0.013966187,1.578050762,0.024459535,1.31378049,87.6863221,444.0860506,3.796240149,9.14E-14,217.5446864,Reservoir,15.37892117,70.87779692,July,10,10,1
290,8.295026054,0.03911302,6.900293244,171.5234208,7.09E-23,0.078062967,Faint Yellow,0.091771846,1.31887405,0.577870223,1.783077051,196.6714715,503.128464,3.001053794,0.008466672,345.5558656,Stream,10.98456908,19.85374814,August,6,1,0
291,6.398232072,0.004373499,7.100189046,138.5919473,3.92E-24,2.863094385,Light Yellow,0.035195073,0.356933941,0.213349012,2.566170287,98.89483955,221.9156596,3.526636236,0.144348316,225.0891528,Ground,32.02615712,82.847349,October,1,2,0
292,7.395764492,0.000862835,3.926395285,209.1419531,2.07E-158,0.573906857,Colorless,0.334761138,0.418199251,0.958675324,2.829045909,170.5505585,795.3810979,1.858443871,1.24E-08,239.6733875,Well,54.4950497,51.69696026,May,5,3,0
293,7.511991407,0.009989083,2.653941096,195.621449,0,0.181239611,Faint Yellow,0.001946289,0.696551212,0.433140781,2.938159298,144.5131484,413.3304675,2.956513838,0.007725619,255.1128868,Well,9.778888766,82.37710058,August,12,9,0
294,7.451691855,0.109109709,5.747860067,221.5962775,1.24E-23,1.237148477,Colorless,0.108142961,1.27831577,0.266549831,1.604074048,48.40874678,529.8316414,2.261918451,0.036617849,1.858105087,Stream,29.10654704,63.77408123,October,10,6,0
295,7.614108025,4.55E-10,9.036280181,118.3045717,0.000212045,0.456385923,Near Colorless,0.018488379,1.883004735,0.383675667,1.295568008,228.1667946,518.5190706,2.925061126,0.001158262,380.9554903,Aquifer,7.499282738,41.28759445,October,16,5,0
296,7.262245689,0.000176693,7.714347877,195.5973703,9.21E-13,3.053300873,Colorless,0.064528693,1.076226147,0.006975729,0.373531655,63.2168299,251.292192,3.829176193,0.01360836,447.9515221,River,9.159137315,70.86777592,June,20,7,1
297,6.651979566,0.037655372,9.85416277,124.2170797,5.38E-11,1.883534015,Near Colorless,0.001981443,1.840060174,0.345592978,0.841737687,96.05916005,502.5193611,2.277969035,1.67E-06,329.7498018,Ground,17.86033385,72.98594534,November,12,0,0
298,7.475819314,0.061968741,9.57653948,170.6371422,5.17E-109,1.895638101,Colorless,0.110014454,0.162546139,0.878967575,0.56093749,115.8948217,411.7251516,2.623863775,0.000181156,426.0906776,Aquifer,25.12209366,50.9848422,October,30,7,0
299,6.534150691,0.023025015,6.290174463,170.2232282,1.62E-72,0.200203215,Faint Yellow,0.110872691,0.741520613,0.426694756,0.817891883,99.06729294,667.4174074,3.049727951,0.025435411,81.08304354,Aquifer,14.60356374,64.74507764,November,5,5,0
300,6.83333039,0.097837552,6.858041419,63.01786823,5.77E-50,0.288274977,Colorless,0.127031387,0.402150753,0.317593608,2.036032792,174.5089699,498.8385305,2.255231579,0.02097338,356.074524,Aquifer,18.17775177,76.89788638,January,13,14,1
301,6.872302027,1.29E-05,3.684931185,144.0355425,6.67E-13,0.021742338,Faint Yellow,0.001607037,0.226390182,0.027047144,2.647820832,71.54210243,210.687425,3.59632855,9.40E-06,416.1903269,Reservoir,,76.22675531,December,7,1,0
302,7.848100476,0.003210927,6.8423258,101.2566346,5.75E-08,0.862311062,Faint Yellow,0.414603807,0.332861729,0.60832606,2.091499907,149.6903082,211.1253356,2.42380365,2.60E-07,276.792189,River,10.3745871,45.89987793,February,2,10,1
303,7.70346121,0.003726637,9.573057932,248.1852411,6.46E-118,4.059234045,Colorless,0.815600062,1.503217886,0.404932999,1.49455897,126.126173,410.1366496,3.221453988,1.81E-10,145.4757026,Lake,17.44571471,33.66657689,December,5,13,1
304,6.380098364,0.286165423,6.6032128,,7.08E-23,1.513269237,Colorless,1.770400878,2.423235879,1.845577183,2.086459872,81.16895742,208.4669797,4.005265673,1.407869897,252.8720143,Spring,11.64345139,59.22376501,January,11,0,1
305,7.089264761,1.21E-08,8.062579073,156.7220999,4.81E-250,0.373910081,Colorless,0.005368438,1.502857694,0.298714826,0.876857708,124.8851608,757.8427106,3.845398457,1.79E-26,355.8307628,Reservoir,5.722842685,65.58152738,September,29,2,1
306,8.390385554,0.277459667,3.101380307,168.6058847,1.75E-30,0.945343023,Colorless,0.446069103,0.64420942,0.401240754,0.806286901,167.3914612,232.6078071,3.042025416,3.25E-10,415.5265768,Well,13.43272826,57.19033402,July,24,9,0
307,6.736370027,6.60E-09,6.110126643,217.9263004,3.99E-38,0.320088619,Colorless,0.212883785,0.423910379,0.195262663,0.114815571,113.7872565,341.8449508,2.589175071,0.044876049,76.04342638,Reservoir,8.422165435,54.72676892,April,14,0,0
308,6.57401252,0.004301333,3.81482808,243.973954,6.11E-26,1.437880492,Near Colorless,0.03240329,0.559596656,0.001275007,1.658392249,104.6351083,725.4323311,4.096089466,0.000105175,65.23720186,,8.134315246,69.47653931,May,16,14,1
309,8.330088601,1.07E-05,8.685700391,109.491054,3.58E-17,2.801432099,Colorless,0.367552644,0.920712645,0.580204886,3.067033272,114.9094785,955.3671668,3.880321354,2.70E-08,290.497511,Lake,18.08457974,53.85866727,September,26,10,0
310,6.951469063,0.006739079,4.659162143,165.0937917,2.47E-81,0.583589803,Near Colorless,0.366581479,0.491342374,0.396167585,2.167933457,47.13840387,273.3475906,3.463162635,0.049035188,104.7093245,Aquifer,24.87871067,64.02172123,November,18,10,0
311,7.734516026,0.111045423,2.475618074,174.5862972,3.70E-284,1.122289419,Colorless,0.060660621,0.281853828,0.406056954,1.399319439,156.4770123,309.3225726,3.251155324,1.97E-05,368.3209729,Aquifer,11.33633241,52.80476351,April,26,13,1
312,8.077130362,1.05E-12,4.870699356,186.6197528,2.41E-58,0.271648979,Colorless,0.328341958,0.251426254,0.154459153,0.278376186,96.65105038,514.8788709,2.613430094,0.016040352,259.2713864,Stream,12.38375714,82.37840997,October,26,0,0
313,5.214959777,1.59E-09,4.482665237,406.1653728,4.29E-42,0.028202091,Colorless,0.098989885,1.141383647,0.381091872,1.612750455,84.75961541,191.2292429,2.638975173,0.014016798,378.3493662,Aquifer,20.45625289,51.54520122,April,1,17,1
314,7.610266409,,18.35648242,132.0400194,2.19E-84,0.255765128,Near Colorless,0.283858317,,0.096437259,1.761625307,200.4148859,497.8939273,5.423025697,0.238740517,546.8083297,Stream,12.52330456,54.31134856,January,21,3,0
315,7.163241053,0.025010643,4.334103224,136.6475903,2.97E-52,0.376283249,Colorless,0.450632471,0.106548904,0.592349282,2.48003336,99.75171801,278.3859418,2.883031505,0.001432372,207.9366201,Ground,49.03186791,63.15352029,May,30,15,1
316,7.569535693,0.193474178,7.792522052,154.2494157,1.95E-41,1.534550982,Near Colorless,0.546647482,1.220331798,0.684180854,2.799708302,151.8950037,300.4564073,2.397781178,0.00661075,131.4561596,Well,19.43142762,56.0806622,January,21,10,0
317,6.795748601,5.28E-06,4.962545107,116.3324617,5.69E-62,1.509362612,Near Colorless,0.258474311,1.90752731,0.609199352,0.870913307,73.19171668,271.4216846,2.277598508,,176.7039765,Aquifer,11.86615547,75.65397902,June,6,23,0
318,7.844305704,0.078724122,4.232520145,133.8238634,1.58E-111,0.04421712,Colorless,0.522605083,0.155989086,0.075699449,1.688479171,120.838042,414.3248954,2.976532338,0.032887659,349.5388134,River,15.79833657,89.78839594,June,1,13,0
319,7.055283666,0.119271581,8.781527999,199.8080591,1.06E-118,0.604207736,Faint Yellow,0.350785684,0.314320691,0.055003452,3.170830736,246.412303,480.0992091,2.561201197,4.56E-05,360.4434766,Spring,,93.49237791,July,5,5,0
320,6.845967382,0.100333459,8.762646304,152.874978,1.01E-79,1.264122068,Colorless,0.004581418,0.421759875,0.323813035,2.524849465,82.96285247,300.3198192,2.986706661,0.000163553,216.7210775,Aquifer,17.62357489,76.78941932,December,8,5,1
321,6.994089175,0.026178838,3.224344457,202.6365197,1.73E-14,4.353076925,Near Colorless,0.003334889,1.395400671,0.127088775,3.160125245,87.1856441,232.9314691,3.556352681,0.000299997,243.3923766,Stream,44.08592939,48.79252438,,27,3,1
322,7.244904236,7.93E-05,6.746595008,212.4963099,1.33E-117,1.237366672,Faint Yellow,0.406621943,0.388365985,0.313538192,2.62830518,89.18973072,348.6386516,3.639139925,0.027788878,195.8557186,Stream,12.37266268,67.51105102,May,20,23,1
323,7.51058991,0.295856228,3.941333559,164.7920865,6.88E-33,0.903363145,Near Colorless,0.001526641,1.090470444,0.039753407,2.119537228,71.60362052,363.8178317,2.357372898,0.010035189,342.1570471,Well,21.56630261,90.39636448,August,13,23,0
324,8.260845538,0.000516738,7.065721164,89.50037612,6.25E-37,4.332804564,Colorless,1.026170706,1.153588453,0.00061338,2.566130695,67.88335246,125.6878202,2.513382526,9.28E-05,121.5434162,Ground,16.44448404,65.65863496,October,26,3,0
325,6.602670439,8.96E-07,3.088852484,227.4390076,2.01E-37,1.268287501,Near Colorless,5.13E-06,1.407142223,0.346565177,0.25165901,158.0174783,163.3006143,3.180370953,0.000604181,94.94324505,Lake,18.22826074,87.30636037,February,10,15,1
326,7.060917049,0.106389912,8.119756415,192.4238442,1.47E-115,2.720208148,Colorless,0.047220989,0.622697788,0.058856846,2.567806939,160.5384273,325.0075951,2.709395086,8.38E-07,107.1428776,Aquifer,27.48523051,90.1794319,May,18,22,0
327,8.035256177,0.000777163,5.994606863,80.82475081,4.70E-78,3.823748596,Near Colorless,0.013169879,0.609772658,0.768238828,0.609457585,172.0596109,538.2236306,3.985478104,1.25E-07,76.20613719,Reservoir,24.41551312,60.88061042,April,27,18,0
328,6.759295556,0.004808689,4.066206998,238.3170542,1.73E-38,2.21042166,Light Yellow,0.167986725,1.32432466,0.017243521,2.391416472,178.0193766,265.4848459,3.490098826,0.004268963,35.80737036,Well,18.9044442,64.24471591,November,17,20,0
329,7.775087158,0.000229357,6.651635675,114.1052019,1.01E-133,0.039598113,Near Colorless,0.001339579,1.471952551,0.006186484,2.191219528,42.30865768,431.6978359,3.046113639,9.94E-16,388.3685781,Stream,16.50864774,53.31915619,April,14,12,1
330,6.783603278,0.048371558,5.871714357,248.6713042,2.61E-33,0.784224292,Colorless,0.006107481,0.433460849,0.54605214,1.986801054,213.0478395,545.821134,4.15122695,2.44E-06,135.1527775,Lake,,91.25836765,May,22,23,1
331,7.427149061,0.121394925,2.91866557,170.8862709,6.95E-27,4.568992192,Colorless,2.36E-05,1.141688781,0.691727078,2.111657398,139.293791,506.6992757,3.159759708,0.037911869,341.6557607,Aquifer,10.47837286,58.54002597,March,16,22,1
332,7.379356349,5.00E-17,2.449071887,123.8424071,4.17E-14,0.110606066,Near Colorless,0.006070407,0.176019645,0.823112019,0.539739931,119.9461781,471.0458294,2.478739434,0.000452127,111.5244279,Ground,24.15695891,62.83170311,August,8,12,0
333,6.563354746,0.054746939,9.163789147,142.534131,6.12E-19,1.077874456,Near Colorless,0.13002517,0.107588596,0.132250491,2.214436731,122.3482478,382.4153069,2.524849423,0.023096959,124.0397003,Well,13.11930658,40.83565519,October,15,16,1
334,7.086753353,0.003349352,4.446610642,169.7566342,6.61E-42,4.435505948,Near Colorless,0.073765051,0.236359943,0.936048914,,55.8583537,588.7652826,2.495231642,0.008628573,319.0751786,Stream,15.88613565,48.43586768,March,13,13,0
335,4.624755811,0.048323173,9.385020213,231.2566779,1.66E-08,3.45028808,Light Yellow,0.144686715,1.464971097,0.015028412,1.246536782,90.30698857,916.6169623,3.703058282,0.000182923,542.6818732,Reservoir,8.419323329,46.53908905,June,23,15,1
336,8.433291107,0.233944863,3.087125851,177.6259675,3.77E-133,3.053369314,Near Colorless,0.142717546,0.32021347,0.190467628,2.619800766,111.8360007,256.8117171,3.632406584,0.003816975,80.59534267,Well,40.30919053,83.27221445,March,14,8,1
337,8.436510122,2.13E-07,5.009307164,199.3432931,9.34E-51,0.972494684,Colorless,0.558097314,1.370595308,0.282387823,2.745471647,123.6122173,545.184922,2.248610779,3.46E-07,294.8759174,Lake,6.481188757,85.44836657,September,3,19,1
338,,3.10E-06,8.702312244,221.7069391,6.59E-54,3.617616355,Faint Yellow,0.000561336,0.975262826,0.710152546,2.685453801,121.5212412,696.3101357,2.762509535,5.37E-05,198.7920182,Ground,13.58321169,56.89846516,November,26,13,1
339,8.495339893,1.28E-05,6.841599759,240.0407864,6.99E-38,1.280009682,Light Yellow,0.017277324,0.327837221,0.036166069,0.624869053,186.4557042,409.9714063,2.752469486,4.51E-08,254.1800507,Reservoir,26.83807105,79.2695854,August,21,3,0
340,7.515678745,0.000301198,2.467285727,114.0839655,1.28E-83,1.610205865,Colorless,0.005441696,0.121662111,0.359652056,2.857095962,171.5873468,409.4456102,2.84426662,1.61E-11,351.3407923,Lake,9.094449539,72.85795543,June,6,16,1
341,7.197518253,0.108119507,5.353275298,299.0004015,5.20E-133,1.098233409,Light Yellow,0.316963718,0.443327486,0.10451871,0.126316894,106.0552601,538.2654315,3.75868624,0.100107295,172.5218104,Ground,23.9167469,56.54048089,February,9,4,1
342,6.810377697,0.003969594,2.535521938,235.6009592,4.40E-67,0.026796877,Faint Yellow,0.023872283,0.23298186,0.886835222,,247.3990901,394.5131641,3.501122805,0.000232767,487.2122113,Spring,21.01257034,73.76690636,August,6,18,0
343,9.644314558,0.020072523,3.106384109,177.76203,6.47E-61,0.308335861,Near Colorless,0.397866306,1.381261806,1.839906361,3.912801194,147.6842012,625.2238974,3.410157579,0.407957063,579.5792499,River,13.44218751,64.75469657,January,27,10,0
344,7.361694903,0.125499557,9.352208234,213.1302078,7.41E-52,0.483885345,Near Colorless,0.319812016,0.673147603,0.54537939,2.325042468,138.6737572,557.1217254,3.899840298,0.000242938,136.3638999,Spring,24.27383285,78.84789669,October,8,16,0
345,6.563807188,0.000151615,3.348646495,136.6382278,6.66E-19,3.338149242,Colorless,0.827534446,1.968399614,0.052779171,1.626090138,127.0932535,227.4234158,3.267174373,0.002384795,192.0720316,Reservoir,14.61820728,65.92802753,April,20,7,0
346,8.246320284,0.000162716,2.720396079,146.9953023,1.16E-236,0.654045565,Colorless,0.333677186,0.53157107,0.491757948,2.735521845,180.3025905,291.5205169,6.092927955,4.43E-05,572.093339,Aquifer,7.242203273,75.41561303,January,31,0,0
347,7.967588078,0.083952353,3.3771571,176.4209142,2.76E-307,4.775932055,Near Colorless,0.038958991,0.268108784,0.495398156,2.762502056,129.8569722,,4.023603013,0.002356029,484.9008072,Spring,12.52230897,51.75308944,March,28,5,1
348,7.782071058,1.18E-08,8.204868438,203.3245493,2.87E-113,0.434183955,Faint Yellow,0.191386954,0.212430735,0.205877169,0.205888211,195.7420367,242.2407257,1.916030235,4.69E-10,156.4233322,Ground,15.8237367,56.1494004,,17,15,1
349,7.293637907,0.177085526,3.829894662,139.8649018,1.22E-17,0.311186152,Near Colorless,0.027025434,0.46515343,0.540124055,0.260458547,39.13643553,355.5221139,2.928321449,0.017494611,123.8712356,Aquifer,23.61408348,67.39603533,September,24,3,1
350,7.677240517,0.001890052,4.450866009,236.7599598,1.63E-19,,Near Colorless,0.268346468,0.609954074,0.740820188,2.085008907,93.4899627,316.9170388,2.530740482,2.32E-06,415.1157025,Ground,11.53965516,56.1565177,February,8,20,1
351,5.630371704,1.09E-06,7.966137645,173.1637683,1.40E-74,1.994980358,Light Yellow,0.064586593,1.572684866,,3.965749818,237.3077212,472.4640807,3.543422907,0.23081917,265.0071961,Lake,10.88070001,51.16111604,September,15,12,0
352,8.662255303,0.11779044,4.314767764,183.2858233,4.56E-42,0.126415175,Yellow,0.147074879,0.982314697,1.39368838,1.627375784,74.18712932,647.0213044,2.806863773,0.03300745,331.6279892,Well,26.81639705,50.45693399,May,28,20,1
353,7.665375162,0.005556257,8.315863498,237.7455941,0.00036225,0.266186543,Faint Yellow,0.695729727,0.839350866,0.213648904,1.171470889,142.2031357,144.543582,3.200386634,0.006799136,120.8331105,Aquifer,40.08994678,26.90401219,January,21,8,0
354,6.555090994,0.019026521,4.279171055,61.26139851,9.53E-07,3.121434236,Colorless,0.336142661,1.665183564,0.043067342,0.032900934,135.9529888,227.1245767,2.035912694,,290.7319345,Aquifer,15.39660095,49.31390579,July,3,0,1
355,7.156411543,5.23E-05,3.484221286,162.0460888,1.65E-102,2.464853715,Near Colorless,0.000286327,0.508980848,0.003667456,1.933324482,195.7086551,210.5734661,1.872209152,1.11E-07,322.5774482,Well,14.73224426,73.56913676,December,15,18,1
356,6.669082557,0.010814787,6.575965672,,2.16E-22,0.492930559,Colorless,0.523135837,1.360957073,0.187643991,2.530034708,154.8034505,590.6535434,3.683141388,0.00219425,222.7100876,Aquifer,13.50584173,44.66406358,June,14,17,0
357,7.264320256,7.29E-05,3.920573185,163.4445485,2.78E-72,2.900063532,Colorless,0.001327343,1.031866163,0.224646111,2.331939348,125.3597285,265.2388398,2.886124524,0.014169371,439.0202138,Well,7.593254794,39.97423255,July,2,9,1
358,7.617627007,4.38E-06,1.154746852,120.230521,1.30E-64,0.349319918,Light Yellow,0.279069898,0.382579441,0.47538004,,80.96804646,259.2887084,1.903503574,0.005745132,250.7631209,Well,16.17221896,53.07115132,October,27,2,1
359,7.882192598,1.95E-08,4.031492146,237.1902131,2.23E-56,1.006957928,Faint Yellow,0.000187329,1.815763166,0.177269769,2.171603712,209.1799344,522.9258914,3.259367208,0.038601838,304.1042209,Lake,8.251087295,49.69487521,October,29,6,1
360,7.165225441,5.66E-08,3.216229253,62.1633904,1.63E-98,3.299466459,Light Yellow,0.165308977,0.83197189,1.079902541,0.783528975,204.8046889,386.745369,3.803141445,2.22E-06,243.3609999,Spring,9.634470919,79.29354105,February,7,18,0
361,7.969487744,3.18E-11,4.857323379,240.7570796,7.07E-81,1.492703691,Near Colorless,0.03984511,0.420689455,0.786681398,0.32850274,232.5019357,231.4982611,3.438312962,3.63E-10,81.13302904,Aquifer,16.74865795,50.27824756,April,12,0,0
362,6.612025432,0.000355638,5.233884284,224.2585933,3.64E-34,2.545577618,Faint Yellow,0.020321734,0.139105044,,0.112510298,98.99832338,440.6972602,4.109624942,0.021630016,436.3005707,Aquifer,22.65526769,47.61430975,August,24,12,0
